@@,itemlabel,item,startdate,enddate
+++,Moisés Dagdug Lützow,Q6020665,2006-09-01,2009-08-31
+++,Moisés Gil Ramírez,,2006-09-01,2009-08-31
+++,Mónica Arriola Gordillo,Q6950240,2006-09-01,2009-08-31
+++,Mónica Fernández Balboa,Q18378698,2006-09-01,2009-08-31
+++,Nabor Ochoa López,Q6037076,2006-09-01,2009-08-31
+++,Narciso Alberto Amador Leal,Q18350877,2006-09-01,2009-08-31
+++,Neftalí Garzón Contreras,,2006-09-01,2009-08-31
+++,Nelly Asunción Hurtado Pérez,,2006-09-01,2009-08-31
+++,Nemesio Domínguez Domínguez,,2006-09-01,2009-08-31
---,Nicolás Bellizia Aboaf,Q18684710,2009,2012
+++,Obdulio Ávila Mayo,Q5790133,2006-09-01,2009-08-31
+++,Octavio Adolfo Klimek Alcaráz,,2006-09-01,2009-08-31
+++,Octavio Fuentes Téllez,,2006-09-01,2009-08-31
---,Octavio Klimek Alcaráz,Q19518819,2008,2009
+++,Octavio Martínez Vargas,,2006-09-01,2009-08-31
+++,Odilón Romero Gutiérrez,,2006-09-01,2009-08-31
+++,Olga Patricia Chozas y Chozas,,2006-09-01,2009-08-31
+++,Omar Borboa Becerra,,2006-09-01,2009-08-31
+++,Omeheira López Reyna,,2006-09-01,2009-08-31
+++,Oscar Cárdenas Monroy,Q6053880,2006-09-01,2009-08-31
+++,Osiel Castro de la Rosa,,2006-09-01,2009-08-31
+++,Othón Cuevas Córdova,Q18249465,2006-09-01,2009-08-31
+++,Pablo Leopoldo Arreola Ortega,,2006-09-01,2009-08-31
+++,Pablo Trejo Pérez,,2006-09-01,2009-08-31
+++,Patricia Castillo Romero,,2006-09-01,2009-08-31
+++,Patricia Villanueva Abraján,Q6066619,2006-09-01,2009-08-31
+++,Patricio Flores Sandoval,,2006-09-01,2009-08-31
+++,Pedro Armendáriz García,,2006-09-01,2009-08-31
+++,Pedro Landero López,,2006-09-01,2009-08-31
+++,Pedro Montalvo Gómez,Q18387353,2006-09-01,2009-08-31
+++,Pedro Pulido Pecero,,2006-09-01,2009-08-31
+++,Pilar Guerrero Rubio,,2006-09-01,2009-08-31
+++,Raciel Pérez Cruz,,2006-09-01,2009-08-31
+++,Rafael Franco Melgarejo,,2006-09-01,2009-08-31
+++,Rafael Ramos Becerril,,2006-09-01,2009-08-31
+++,Rafael Sánchez Cabrales,,2006-09-01,2009-08-31
+++,Rafael Villicaña García,,2006-09-01,2009-08-31
+++,Ramón Almonte Borja,,2006-09-01,2009-08-31
+++,Ramón Barajas López,,2006-09-01,2009-08-31
+++,Ramón Ceja Romero,,2006-09-01,2009-08-31
+++,Ramón Landeros González,,2006-09-01,2009-08-31
+++,Ramón Lemus Muñoz Ledo,,2006-09-01,2009-08-31
+++,Ramón Pacheco Llanes,,2006-09-01,2009-08-31
+++,Ramón Salas López,,2006-09-01,2009-08-31
+++,Ramón Valdés Chávez,,2006-09-01,2009-08-31
+++,Raymundo Cárdenas,Q5390520,2006-09-01,2009-08-31
+++,Raymundo Escamilla González,,2006-09-01,2009-08-31
+++,Raúl Alejandro Padilla Orozco,Q6101015,2006-09-01,2009-08-31
+++,Raúl Cervantes Andrade,Q6101115,2006-09-01,2009-08-31
+++,Raúl García Vivian,,2006-09-01,2009-08-31
+++,Raúl Ríos Gamboa,,2006-09-01,2009-08-31
+++,René Lezama Aradillas,,2006-09-01,2009-08-31
+++,Ricardo Aldana Prieto,Q6107974,2006-09-01,2009-08-31
+++,Ricardo Canavati Tafich,Q7322581,2006-09-01,2009-08-31
+++,Ricardo Cantú Garza,Q6108068,2006-09-01,2009-08-31
+++,Ricardo Franco Cázarez,,2006-09-01,2009-08-31
+++,Ricardo Rodríguez Jiménez,,2006-09-01,2009-08-31
+++,Roberto Badillo Martínez,Q6109590,2006-09-01,2009-08-31
+++,Roberto Mendoza Flores,,2006-09-01,2009-08-31
+++,Robinson Uscanga Cruz,,2006-09-01,2009-08-31
+++,Rocío Morgan Franco,,2006-09-01,2009-08-31
+++,Rodolfo Solís Parga,,2006-09-01,2009-08-31
+++,Rodrigo Medina de la Cruz,Q982818,2006-09-01,2009-08-31
+++,Rogelio Carbajal Tejada,Q6110944,2006-09-01,2009-08-31
+++,Rogelio Muñoz Serna,,2006-09-01,2009-08-31
+++,Rolando Rivero Rivero,,2006-09-01,2009-08-31
+++,Rosa Elia Romero Guzmán,Q6112158,2006-09-01,2009-08-31
+++,Rosa Elva Soriano Sánchez,,2006-09-01,2009-08-31
+++,Rosario Ortiz Magallón,,2006-09-01,2009-08-31
+++,Rosaura Virginia Denegre Vaught,,2006-09-01,2009-08-31
+++,Rubén Aguilar Jiménez,Q6113148,2006-09-01,2009-08-31
+++,Rubí Laura López Silva,,2006-09-01,2009-08-31
+++,Ruth Zavaleta Salgado,Q2342482,2006-09-01,2009-08-31
+++,Rutilio Escandón Cadenas,Q6114542,2006-09-01,2009-08-31
+++,Salvador Arredondo Ibarra,,2006-09-01,2009-08-31
+++,Salvador Barajas del Toro,Q6117631,2006-09-01,2009-08-31
+++,Salvador Ruiz Sánchez,,2006-09-01,2009-08-31
+++,Salvador Sánchez Peñuelas,,2006-09-01,2009-08-31
+++,Samuel Aguilar Solís,,2006-09-01,2009-08-31
+++,Samuel Palma César,,2006-09-01,2009-08-31
+++,Santiago López Becerra,,2006-09-01,2009-08-31
+++,Santiago Pedro Cortés,Q6121087,2006-09-01,2009-08-31
+++,Sara Isabel Castellanos Cortés,,2006-09-01,2009-08-31
+++,Sara Latife Ruiz Chávez,Q3473275,2006-09-01,2009-08-31
+++,Secundino Catarino Crispín,,2006-09-01,2009-08-31
+++,Sergio Augusto López Ramírez,,2006-09-01,2009-08-31
+++,Sergio González García,,2006-09-01,2009-08-31
+++,Sergio Hernández Hernández,,2006-09-01,2009-08-31
+++,Sergio Sandoval Paredes,,2006-09-01,2009-08-31
+++,Silbestre Álvarez Ramón,,2006-09-01,2009-08-31
+++,Silvano Garay Ulloa,,2006-09-01,2009-08-31
+++,Silvia Emilia Degante Romero,,2006-09-01,2009-08-31
+++,Silvia Oliva Fragoso,Q5687450,2006-09-01,2009-08-31
+++,Silvio Gómez Leyva,,2006-09-01,2009-08-31
+++,Sivia Luna Rodríguez,,2006-09-01,2009-08-31
->,Sofía Castro Romero,Q45458958,2006-09-01,2009-09-01->2009-08-31
+++,Soledad Limas Frescas,Q18379149,2006-09-01,2009-08-31
+++,Sonia Nohelia Ibarra Franquez,,2006-09-01,2009-08-31
+++,Susana Monreal Ávila,Q6136350,2006-09-01,2009-08-31
+++,Susana Sarahí Carrasco Cárdenas,,2006-09-01,2009-08-31
+++,Teresa de Jesús Alcocer y Gazca,,2006-09-01,2009-08-31
+++,Tomas del Toro del Villar,,2006-09-01,2009-08-31
+++,Tomás Gloria Requena,,2006-09-01,2009-08-31
+++,Tonatiuh Bravo Padilla,Q5923208,2006-09-01,2009-08-31
+++,Valentina Batres Guadarrama,Q6158839,2006-09-01,2009-08-31
+++,Verónica Velasco Rodríguez,,2006-09-01,2009-08-31
+++,Victorio Montalvo Rojas,Q6161603,2006-09-01,2009-08-31
+++,Violeta Lagunes Viveros,Q3560430,2006-09-01,2009-08-31
+++,Víctor Aguirre Alcaide,,2006-09-01,2009-08-31
+++,Víctor Hugo García Rodríguez,,2006-09-01,2009-08-31
+++,Víctor Manuel Lizárraga Peraza,,2006-09-01,2009-08-31
+++,Víctor Manuel Méndez Lanz,Q6165629,2006-09-01,2009-08-31
+++,Víctor Manuel Torres Herrera,,2006-09-01,2009-08-31
+++,Víctor Manuel Virgen Carrera,,2006-09-01,2009-08-31
+++,Víctor Ortíz del Carpio,,2006-09-01,2009-08-31
+++,Víctor Valencia de los Santos,Q6165767,2006-09-01,2009-08-31
+++,Víctor Varela López,Q3564466,2006-09-01,2009-08-31
+++,Wenceslao Herrera Coyac,,2006-09-01,2009-08-31
+++,Yadhira Yvette Tamayo Herrera,,2006-09-01,2009-08-31
+++,Yari del Carmen Gebhardt Garduza,,2006-09-01,2009-08-31
+++,Yolanda Garmendia Hernández,Q6170217,2006-09-01,2009-08-31
+++,Ángel Humberto García Reyes,,2006-09-01,2009-08-31
+++,Éctor Jaime Ramírez Barba,Q6174183,2006-09-01,2009-08-31
+++,Óscar Mohamar Dainitín,,2006-09-01,2009-08-31
