@@,itemlabel,item,startdate,enddate
->,Martha Palafox Gutiérrez,Q6002158,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Martha Sofía Tamayo Morales,,2003-09-01,2006-08-31
+++,Martín Contreras Rivera,,2003-09-01,2006-08-31
+++,Martín Matamoros Castillo,,2003-09-01,2006-08-31
+++,Martín Mora Aguirre,,2003-09-01,2006-08-31
+++,María Antonia Durán López,,2003-09-01,2006-08-31
---,María Elena Chapa,Q108028285,1997-09-01,2000-08-31
+++,María Elena Cruz Muñoz,,2003-09-01,2006-08-31
+++,María Estrella Vázquez Osorno,,2003-09-01,2006-08-31
+++,María Guadalupe Francisca Martínez Cruz,,2003-09-01,2006-08-31
+++,María Martha Veyna Soriano,,2003-09-01,2006-08-31
->,María Mercedes Maciel Ortiz,Q6004321,1997-09-01->2003-09-01,2000-08-31->2006-08-31
->,María Rojo,Q290301,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,María Trinidad Emma Salinas López,,2003-09-01,2006-08-31
+++,María Verónica Muñoz Parra,,2003-09-01,2006-08-31
->,María de la Luz Núñez Ramos,Q106672111,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,María de la Soledad Baltazar Segura,,2003-09-01,2006-08-31
+++,María de los Ángeles Gaytán Contreras,,2003-09-01,2006-08-31
+++,María del Carmen Corral Romero,,2003-09-01,2006-08-31
+++,María del Carmen Díaz Amador,,2003-09-01,2006-08-31
+++,María del Carmen Escobedo Pérez,,2003-09-01,2006-08-31
+++,María del Carmen Moreno Contreras,,2003-09-01,2006-08-31
+++,María del Pilar Guadalupe Valdés y González Salas,,2003-09-01,2006-08-31
+++,María del Rocío Citlali Marín Torres,,2003-09-01,2006-08-31
+++,María del Socorro Aubry Orozco,,2003-09-01,2006-08-31
+++,María del Socorro May López,,2003-09-01,2006-08-31
+++,Mauricio Alejandro Rossell Avitia,,2003-09-01,2006-08-31
+++,Maximiano Barboza Llamas,,2003-09-01,2006-08-31
->,Mercedes Juan López,Q6010880,1997-09-01->2003-09-01,2000-08-31->2006-08-31
->,Miguel Alonso Raya,Q5846799,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Miguel Sadot Sánchez Carreño,,2003-09-01,2006-08-31
+++,Miguel Villarreal Díaz,,2003-09-01,2006-08-31
+++,Miguel Ángel Garza Vázquez,,2003-09-01,2006-08-31
->,Miguel Ángel Godínez Bravo,Q6015641,1997-09-01->2003-09-01,2000-08-31->2006-08-31
---,Miguel Ángel Gutiérrez Machado,Q19880661,2000,2003
->,Miguel Ángel Navarro Quintero,Q6015772,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Miguel Ángel Quiroz Pérez,,2003-09-01,2006-08-31
+++,Miguel Ángel Solares Chávez,,2003-09-01,2006-08-31
+++,Mónica García Velázquez,,2003-09-01,2006-08-31
+++,Nicolás Jiménez Carrillo,,2003-09-01,2006-08-31
->,Noemí Guzmán Lagunes,Q16729530,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Norberto Sántiz López,,2003-09-01,2006-08-31
+++,Norma Delia Uresti Narváez,,2003-09-01,2006-08-31
+++,Norma Gabriela Argaiz Zurita,,2003-09-01,2006-08-31
+++,Noé Paredes Salazar,,2003-09-01,2006-08-31
+++,Octavio Hernández Calzada,,2003-09-01,2006-08-31
+++,Odórico Vázquez Bernal,,2003-09-01,2006-08-31
+++,Olga Medina Serrano,,2003-09-01,2006-08-31
->,Omar Bazán Flores,Q17305674,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Omar Díaz González Roca,,2003-09-01,2006-08-31
+++,Omar Álvarez Arronte,,2003-09-01,2006-08-31
+++,Orlando Arvizu Lara,,2003-09-01,2006-08-31
->,Orlando Paredes Lara,Q6053099,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Pablo Gutiérrez Jiménez,,2003-09-01,2006-08-31
->,Pablo Gómez->Pablo Gómez Álvarez,Q514605,1997-09-01->2003-09-01,2000-08-31->2006-08-31
->,Pablo Sandoval Ramírez,Q6056421,1997-09-01->2003-09-01,2000-08-31->2006-08-31
->,Patria Jiménez,Q459827,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Patricia Espinosa Torres,,2003-09-01,2006-08-31
->,Patricio Martínez García,Q3369164,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Pedro Magaña Guerrero,,2003-09-01,2006-08-31
+++,Pedro Salcedo García,,2003-09-01,2006-08-31
+++,Pilar Cabrera Hernández,,2003-09-01,2006-08-31
+++,Pioquinto Damián Huato,,2003-09-01,2006-08-31
+++,Plutarco García Jiménez,,2003-09-01,2006-08-31
+++,Porfirio Durán Reveles,,2003-09-01,2006-08-31
->,Porfirio Muñoz Ledo,Q1956741,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Primitivo Ortega Olays,,2003-09-01,2006-08-31
+++,Rafael Alberto Castilla Peniche,,2003-09-01,2006-08-31
->,Rafael Oceguera Ramos,Q6097758,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Rafael Spinoso Foglia,,2003-09-01,2006-08-31
+++,Rafael Sánchez Pérez,,2003-09-01,2006-08-31
+++,Ramón Corral Ávila,,2003-09-01,2006-08-31
+++,Ramón Félix Santini Pech,,2003-09-01,2006-08-31
+++,Ramón Hernández Toledo,,2003-09-01,2006-08-31
+++,Ramón María Nava González,,2003-09-01,2006-08-31
+++,Ramón Mota,,2003-09-01,2006-08-31
+++,Ranulfo Tonche Pacheco,,2003-09-01,2006-08-31
+++,Raquel Cortés López,,2003-09-01,2006-08-31
+++,Raúl Martínez Almazán,,2003-09-01,2006-08-31
+++,Raúl Monjaras Hernández,,2003-09-01,2006-08-31
+++,Ricardo Armenta Beltrán,,2003-09-01,2006-08-31
->,Ricardo Canavati Tafich,Q7322581,1997-09-01->2003-09-01,2000-08-31->2006-08-31
->,Ricardo Cantú->Ricardo Cantú Garza,Q6108068,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Ricardo Castillo Peralta,,2003-09-01,2006-08-31
->,Ricardo García Sainz,Q6108202,1997-09-01->2003-09-01,2000-08-31->2006-08-31
->,Ricardo Monreal Ávila,Q7322738,1997-09-01->2003-09-01,2000-08-31->2006-08-31
->,Roberto Albores Guillén,Q5942901,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Roberto Castilla Hernández,,2003-09-01,2006-08-31
->,Roberto Pérez de Alva,Q6109951,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Roberto Ramírez Villarreal,,2003-09-01,2006-08-31
+++,Rocío del Carmen Morgan Franco,,2003-09-01,2006-08-31
+++,Rodrigo Maldonado Ochoa,,2003-09-01,2006-08-31
+++,Rogelio Chabolla García,,2003-09-01,2006-08-31
->,Rogelio Sada Zambrano,Q2889415,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Rosa Colín Lira,,2003-09-01,2006-08-31
+++,Rosalinda Banda Gómez,,2003-09-01,2006-08-31
+++,Rosalío Hernández Beltrán,,2003-09-01,2006-08-31
+++,Roselia Magarita Barajas Olea,,2003-09-01,2006-08-31
+++,Rubén Alfonso Fernández Aceves,,2003-09-01,2006-08-31
->,Rubén Mendoza Ayala,Q2880985,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Rubén Rivera Merino,,2003-09-01,2006-08-31
+++,Rufino Contreras Velázquez,,2003-09-01,2006-08-31
+++,Ruperto Alvarado Gudiño,,2003-09-01,2006-08-31
+++,Sabino Padilla Medina,,2003-09-01,2006-08-31
+++,Salomón Jauli y Dávila,,2003-09-01,2006-08-31
+++,Salvador Moctezuma Andrade,,2003-09-01,2006-08-31
+++,Salvador Ordaz Montes de Oca,,2003-09-01,2006-08-31
+++,Salvador Rizo Ayala,,2003-09-01,2006-08-31
+++,Salvador Sánchez Vázquez,,2003-09-01,2006-08-31
+++,Salvio Herrera Lozano,,2003-09-01,2006-08-31
+++,Samuel Lara y Villa,,2003-09-01,2006-08-31
+++,Sandra Lucía Segura Rangel,,2003-09-01,2006-08-31
->,Santiago Creel->Santiago Creel Miranda,Q2241589,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Santiago Padilla Arriaga,,2003-09-01,2006-08-31
->,Santiago Pedro Cortés,Q6121087,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Sara Esthela Velázquez Sánchez,,2003-09-01,2006-08-31
+++,Saúl Solano Castro,,2003-09-01,2006-08-31
+++,Sergio Benito Osorio Romero,,2003-09-01,2006-08-31
+++,Sergio Cruz Aquino,,2003-09-01,2006-08-31
+++,Sergio George Cruz,,2003-09-01,2006-08-31
->,Sergio Salazar Salazar,Q102408924,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Sergio Valdés Arias,,2003-09-01,2006-08-31
+++,Sergio Ávila Rojas,,2003-09-01,2006-08-31
->,Silvia Oliva Fragoso,Q5687450,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Susana Esquivel Farías,,2003-09-01,2006-08-31
+++,Teobaldo López Huertas,,2003-09-01,2006-08-31
+++,Teresa Núñez Casas,,2003-09-01,2006-08-31
+++,Trinidad Escobedo Aguilar,,2003-09-01,2006-08-31
->,Tulio Hernández Gómez,Q6153747,1997-09-01->2003-09-01,2000-08-31->2006-08-31
->,Ulises Ruiz Ortiz,Q1374595,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Verónica Velasco Rodríguez,,2003-09-01,2006-08-31
->,Vicente Fuentes Díaz,Q6161122,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Vicente Moreno Peralta,,2003-09-01,2006-08-31
+++,Vicente Santiago de la Cruz,,2003-09-01,2006-08-31
+++,Victoriano Guajardo Guajardo,,2003-09-01,2006-08-31
->,Victorio Montalvo Rojas,Q6161603,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Violeta Margarita Vázquez Osorno,,2003-09-01,2006-08-31
+++,Víctor Alejandro Vázquez Cuevas,,2003-09-01,2006-08-31
+++,Víctor Armando Galván Gazcón,,2003-09-01,2006-08-31
+++,Víctor Félix Flores Morales,,2003-09-01,2006-08-31
+++,Víctor Lara González,,2003-09-01,2006-08-31
+++,Víctor Manuel Carreto Fernández de Lara,,2003-09-01,2006-08-31
+++,Víctor Manuel López Balbuena,,2003-09-01,2006-08-31
+++,Víctor Manuel López Cruz,,2003-09-01,2006-08-31
+++,Wilbert Ebert Chi Góngora,,2003-09-01,2006-08-31
->,Wintilo Vega,Q6168010,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Xóchitl Reyes Castro,,2003-09-01,2006-08-31
+++,Álvaro Arceo Corcuera,,2003-09-01,2006-08-31
->,Álvaro Elías Loredo,Q6172780,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Álvaro López Ríos,,2003-09-01,2006-08-31
->,Ángel Aceves Saucedo,Q6173021,1997-09-01->2003-09-01,2000-08-31->2006-08-31
->,Ángel Sergio Guerrero Mier,Q3577019,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Ángel de la Rosa Blanco,,2003-09-01,2006-08-31
->,Óscar González Rodríguez,Q6174806,1997-09-01->2003-09-01,2000-08-31->2006-08-31
