@@,itemlabel,item,startdate,enddate
+++,Miguel Sierra Zúñiga,,2003-09-01,2006-08-31
->,Miguel Ángel García Domínguez,Q15620664,2003-09-01,2006-08-30->2006-08-31
+++,Miguel Ángel Llera Bello,,2003-09-01,2006-08-31
->,Miguel Ángel Osorio Chong,Q3064644,2003-09-01,2006-08-30->2006-08-31
+++,Miguel Ángel Rangel,,2003-09-01,2006-08-31
->,Miguel Ángel Toscano,Q6015872,2003-09-01,2006-08-30->2006-08-31
->,Miguel Ángel Yunes Linares,Q6015898,2003-09-01,2006-08-30->2006-08-31
->,Minerva Hernández Ramos,Q6864501,2003-09-01,2006-08-30->2006-08-31
+++,Modesta Vázquez Vázquez,,2003-09-01,2006-08-31
+++,Moisés Jiménez Sánchez,,2003-09-01,2006-08-31
+++,Myriam Arabian Couttolenc,,2003-09-01,2006-08-31
+++,Nancy Cárdenas Sánchez,,2003-09-01,2006-08-31
->,Narciso Agúndez Montaño,Q2735282,2003-09-01,2006-08-30->2006-08-31
+++,Nora Yu Hernández,,2003-09-01,2006-08-31
+++,Norberto Corella Torres,,2003-09-01,2006-08-31
+++,Norma Dávila Salinas,,2003-09-01,2006-08-31
+++,Norma Elizabeth Sotelo Ochoa,,2003-09-01,2006-08-31
+++,Norma Rodríguez Guardado,,2003-09-01,2006-08-31
+++,Norma Saucedo Moreno,,2003-09-01,2006-08-31
->,Omar Bazán Flores,Q17305674,2003-09-01,2006-08-30->2006-08-31
+++,Omar Ortega Álvarez,,2003-09-01,2006-08-31
->,Pablo Anaya Rivera,Q16736675,2003-09-01,2006-08-30->2006-08-31
+++,Pablo Bedolla López,,2003-09-01,2006-08-31
->,Pablo Franco Hernández,Q16910094->NULL,2003->2003-09-01,2006->2006-08-31
->,Pablo Gómez,Q514605,2003-09-01,2006-08-30->2006-08-31
+++,Pablo López Núñez,,2003-09-01,2006-08-31
->,Pablo Pavón Vinales,Q17037492,2003-09-01,2006-08-30->2006-08-31
+++,Pablo Villanueva Ramírez,,2003-09-01,2006-08-31
+++,Pascual Sigala Páez,,2003-09-01,2006-08-31
->,Patricia Durán Reveles,Q16910073,2003-09-01,2006-08-30->2006-08-31
+++,Patricia Garduño Morales,,2003-09-01,2006-08-31
+++,Patricia Retamoza Vega,,2003-09-01,2006-08-31
->,Pedro Vázquez González,Q6070344,2003-09-01,2006-08-30->2006-08-31
->,Pedro Ávila Nevárez,Q9057794,2003-09-01,2006-08-30->2006-08-31
+++,Porfirio Alarcón Hernández,,2003-09-01,2006-08-31
+++,Rafael Candelas Salinas,,2003-09-01,2006-08-31
->,Rafael Flores Mendoza,Q16910092,2003-09-01,2006-08-30->2006-08-31
+++,Rafael Galindo Jaime,,2003-09-01,2006-08-31
+++,Rafael Genaro Ranero Barrera,,2003-09-01,2006-08-31
->,Rafael Moreno Valle,Q6097707,2003-09-01,2006-08-30->2006-08-31
+++,Rafael Sánchez Pérez,,2003-09-01,2006-08-31
+++,Rafael Tinajero Pérez,,2003-09-01,2006-08-31
->,Ramón Galindo Noriega,Q6099641,2003-09-01,2006-08-30->2006-08-31
+++,Ramón González,Q9066395,2003-09-01,2006-08-31
->,Raúl Mejía->Raúl Mejía González,Q16320228,2003-09-01,2006-08-30->2006-08-31
+++,Raúl Paredes Vega,,2003-09-01,2006-08-31
+++,Raúl Pompa Victoria,,2003-09-01,2006-08-31
+++,Rebeca Godínez y Bravo,,2003-09-01,2006-08-31
->,Regina Vázquez Saut,Q16221662,2003-09-01,2006-08-30->2006-08-31
+++,Renato Sandoval Franco,,2003-09-01,2006-08-31
->,René Arce Islas,Q6105654,2003-09-01,2006-08-30->2006-08-31
+++,René Ruiz Quiroz,,2003-09-01,2006-08-31
+++,Reynaldo Valdez Manzo,,2003-09-01,2006-08-31
+++,Ricardo Rodríguez Rocha,,2003-09-01,2006-08-31
+++,Roberto Aguilar Hernández,,2003-09-01,2006-08-31
->,Roberto Campa Cifrián,Q2169311,2003-09-01,2006-08-30->2006-08-31
->,Roberto Colín Gamboa,Q5846750,2003-09-01,2006-08-30->2006-08-31
+++,Roberto Marrufo Torres,,2003-09-01,2006-08-31
->,Roberto Pedraza Martínez,Q6109910,2003-09-01,2006-08-30->2006-08-31
->,Roberto Ruiz Esparza,Q965347,2003-09-01,2006-08-30->2006-08-31
->,Roberto Vega Galina,Q7351944,2003-09-01,2006-08-30->2006-08-31
+++,Rocío Guzmán de Paz,,2003-09-01,2006-08-31
+++,Rocío Sánchez Pérez,,2003-09-01,2006-08-31
+++,Rodolfo Esquivel Landa,,2003-09-01,2006-08-31
+++,Rodrigo Iván Cortés Jiménez,,2003-09-01,2006-08-31
+++,Rodrigo Sánchez de la Peña,,2003-09-01,2006-08-31
+++,Rogelio Chavarría Salas,,2003-09-01,2006-08-31
+++,Rogelio Flores Mejía,,2003-09-01,2006-08-31
->,Rogelio Franco Castán,Q18206903,2003-09-01,2006-08-30->2006-08-31
->,Rogelio Humberto Rueda Sánchez->Rogelio Rueda Sánchez,Q2841255,2003-09-01,2006-08-30->2006-08-31
+++,Rogelio Rodríguez Javier,,2003-09-01,2006-08-31
+++,Roger David Alcocer García,,2003-09-01,2006-08-31
+++,Rosa Hilda Valenzuela,,2003-09-01,2006-08-31
->,Rosa María Avilés Nájera,Q17305652,2003-09-01,2006-08-30->2006-08-31
+++,Rosalina Mazari Espín,,2003-09-01,2006-08-31
+++,Rosario Herrera Ascencio,,2003-09-01,2006-08-31
+++,Rosario Sáenz López,,2003-09-01,2006-08-31
+++,Rubén Figueroa Smutny,,2003-09-01,2006-08-31
->,Rubén Mendoza Ayala,Q2880985,2003-09-01,2006-08-30->2006-08-31
+++,Rubén Torres Zavala,,2003-09-01,2006-08-31
+++,Ruth Trinidad Hernández Martínez,,2003-09-01,2006-08-31
+++,Rómulo Cárdenas Vélez,,2003-09-01,2006-08-31
+++,Rómulo Salazar Macías,,2003-09-01,2006-08-31
->,Salvador Martínez della Rocca,Q6117725,2003-09-01,2006-08-30->2006-08-31
+++,Salvador Márquez Lozornio,,2003-09-01,2006-08-31
+++,Salvador Sánchez Vázquez,,2003-09-01,2006-08-31
->,Salvador Vega Casillas,Q1969031,2003-09-01,2006-08-30->2006-08-31
->,Sami David David,Q16298672,2003-09-01,2006-08-30->2006-08-31
+++,Santiago Cortés Sandoval,,2003-09-01,2006-08-31
->,Sara Rocha Medina,Q18211326,2003-09-01,2006-08-30->2006-08-31
->,Sebastián Calderón Centeno,Q6122849,2003-09-01,2006-08-30->2006-08-31
+++,Sergio Arturo Posadas Lara,,2003-09-01,2006-08-31
->,Sergio Penagos García,Q6125575,2003-09-01,2006-08-30->2006-08-31
+++,Sergio Vázquez García,,2003-09-01,2006-08-31
->,Sergio Álvarez Mata,Q3479700,2003-09-01,2006-08-30->2006-08-31
+++,Sheyla Fabiola Aragón Cortés,,2003-09-01,2006-08-31
->,Sofía Castro Ríos,Q6131243,2003-09-01,2006-08-30->2006-08-31
+++,Sonia Rincón Chanona,,2003-09-01,2006-08-31
+++,Susana Manzanares Córdova,,2003-09-01,2006-08-31
->,Tatiana Clouthier Carrillo,Q6139216,2003-12-01->2003-09-01,2006-08-31
+++,Tomas Cruz Martínez,,2003-09-01,2006-08-31
->,Tomás Ruiz González,Q7820514,2003-09-01,2006-08-30->2006-08-31
+++,Tomás Trueba Gracian,,2003-09-01,2006-08-31
+++,Ubaldo Aguilar Torres,,2003-09-01,2006-08-31
->,Valladares Valle->Yolanda Valladares Valle,Q6170234,2003-09-01,2006-08-30->2006-08-31
+++,Virginia Baeza Estrella,,2003-09-01,2006-08-31
+++,Víctor Flores Morales,,2003-09-01,2006-08-31
+++,Víctor González Huerta,,2003-09-01,2006-08-31
->,Víctor Hugo Islas,Q6165538,2003-09-01,2006-08-30->2006-08-31
+++,Víctor Manuel Alcérreca,,2003-09-01,2006-08-31
+++,Víctor Manuel Sánchez Hernández,,2003-09-01,2006-08-31
+++,Víctor Suárez Carrera,,2003-09-01,2006-08-31
->,Wintilo Vega,Q6168010,2003-09-01,2006-08-30->2006-08-31
+++,Yadira Serrano Crespo,,2003-09-01,2006-08-31
+++,Yvett Salazar Torres,,2003-09-01,2006-08-31
->,Zeferino Torreblanca->Zeferino Torreblanca Galindo,Q2136118,2003-09-01,2006-08-30->2006-08-31
+++,Álvaro Burgoa,,2003-09-01,2006-08-31
->,Álvaro Elías Loredo,Q6172780,2003-09-01,2006-08-30->2006-08-31
->,Ángel Aguirre Rivero,Q606034,2003-09-01,2006-08-30->2006-08-31
->,Ángel Alonso Díaz-Caneja->Ángel Alonso Díaz Caneja,Q6173043,2003-09-01,2006-08-30->2006-08-31
+++,Ángel Augusto Buendía Tirado,,2003-09-01,2006-08-31
+++,Ángel Canul Pacab,,2003-09-01,2006-08-31
->,Ángel Pasta Muñuzuri,Q6173412,2003-09-01,2006-08-30->2006-08-31
+++,Óscar Bitar Haddad,,2003-09-01,2006-08-31
+++,Óscar Félix Ochoa,,2003-09-01,2006-08-31
+++,Óscar Jiménez Reyón,,2003-09-01,2006-08-31
+++,Óscar Ramos Salinas,,2003-09-01,2006-08-31
+++,Óscar Rodríguez Cabrera,,2003-09-01,2006-08-31
